"Blues" "Female" "Male" "Geno" "Hybrid" "Lines" "Exp.I" "Exp.II" "Exp.III" "Exp.IV" "Exp.V"
"7664" 10.06844584 "zf003" "zm025" "zf003&&zm025" 1 0 0 1 0 0 0
"7665" 9.349256083 "zf003" "zm027" "zf003&&zm027" 1 0 0 1 0 0 0
"7666" 10.12528745 "zf003" "zm029" "zf003&&zm029" 1 0 0 1 0 0 0
"7667" 9.667286399 "zf003" "zm031" "zf003&&zm031" 1 0 0 1 0 0 0
"7668" 9.854830483 "zf003" "zm032" "zf003&&zm032" 1 0 0 1 0 0 0
"7669" 10.2086419 "zf003" "zm034" "zf003&&zm034" 1 0 0 1 0 0 0
"7670" 9.98012592 "zf003" "zm035" "zf003&&zm035" 1 0 0 1 0 0 0
"7671" 10.08280326 "zf003" "zm036" "zf003&&zm036" 1 0 0 1 0 0 0
"7672" 10.04068188 "zf003" "zm040" "zf003&&zm040" 1 0 0 1 0 0 0
"7673" 9.423169758 "zf004" "zf004" "zf004" 0 1 0 1 0 0 0
"7674" 10.11974154 "zf004" "zf040" "zf004&&zf040" 1 0 0 1 0 0 0
"7675" 10.07367525 "zf004" "zm006" "zf004&&zm006" 1 0 0 1 0 0 0
"7676" 9.528965522 "zf004" "zm009" "zf004&&zm009" 1 0 0 1 0 0 0
"7677" 10.06461397 "zf004" "zm010" "zf004&&zm010" 1 0 0 1 0 0 0
"7678" 10.32162714 "zf004" "zm011" "zf004&&zm011" 1 0 0 1 0 0 0
"7679" 10.4207538 "zf004" "zm012" "zf004&&zm012" 1 0 0 1 0 0 0
"7680" 9.822322784 "zf004" "zm014" "zf004&&zm014" 1 0 0 1 0 0 0
"7681" 9.860856538 "zf004" "zm016" "zf004&&zm016" 1 0 0 1 0 0 0
"7682" 10.2409311 "zf004" "zm019" "zf004&&zm019" 1 0 0 1 0 0 0
"7683" 10.12693309 "zf004" "zm020" "zf004&&zm020" 1 0 0 1 0 0 0
"7684" 10.33808336 "zf004" "zm022" "zf004&&zm022" 1 0 0 1 0 0 0
"7685" 10.32796439 "zf004" "zm024" "zf004&&zm024" 1 0 0 1 0 0 0
"7686" 10.12883172 "zf004" "zm026" "zf004&&zm026" 1 0 0 1 0 0 0
"7687" 10.3843073 "zf004" "zm028" "zf004&&zm028" 1 0 0 1 0 0 0
"7688" 10.30187634 "zf004" "zm030" "zf004&&zm030" 1 0 0 1 0 0 0
"7689" 10.35391728 "zf004" "zm033" "zf004&&zm033" 1 0 0 1 0 0 0
"7690" 10.34942949 "zf004" "zm036" "zf004&&zm036" 1 0 0 1 0 0 0
"7691" 10.09821009 "zf004" "zm039" "zf004&&zm039" 1 0 0 1 0 0 0
"7692" 10.30692134 "zf004" "zm041" "zf004&&zm041" 1 0 0 1 0 0 0
"7693" 9.123213929 "zf005" "zf005" "zf005" 0 1 0 1 0 0 0
"7694" 10.15926947 "zf005" "zm001" "zf005&&zm001" 1 0 0 1 0 0 0
"7695" 9.846884715 "zf005" "zm005" "zf005&&zm005" 1 0 0 1 0 0 0
"7696" 8.937473173 "zf006" "zf006" "zf006" 0 1 0 1 0 0 0
"7697" 10.03206174 "zf006" "zf040" "zf006&&zf040" 1 0 0 1 0 0 0
"7698" 10.18687422 "zf006" "zm008" "zf006&&zm008" 1 0 0 1 0 0 0
"7699" 9.894447064 "zf006" "zm010" "zf006&&zm010" 1 0 0 1 0 0 0
"7700" 10.043625 "zf006" "zm013" "zf006&&zm013" 1 0 0 1 0 0 0
"7701" 10.03144403 "zf006" "zm015" "zf006&&zm015" 1 0 0 1 0 0 0
"7702" 9.87236732 "zf006" "zm017" "zf006&&zm017" 1 0 0 1 0 0 0
"7703" 10.36169114 "zf006" "zm018" "zf006&&zm018" 1 0 0 1 0 0 0
"7704" 10.05267872 "zf006" "zm021" "zf006&&zm021" 1 0 0 1 0 0 0
"7705" 10.00073528 "zf006" "zm023" "zf006&&zm023" 1 0 0 1 0 0 0
"7706" 10.29067739 "zf006" "zm025" "zf006&&zm025" 1 0 0 1 0 0 0
"7707" 9.446592836 "zf006" "zm027" "zf006&&zm027" 1 0 0 1 0 0 0
"7708" 9.641951709 "zf006" "zm029" "zf006&&zm029" 1 0 0 1 0 0 0
"7709" 9.873974988 "zf006" "zm031" "zf006&&zm031" 1 0 0 1 0 0 0
"7710" 10.07500512 "zf006" "zm032" "zf006&&zm032" 1 0 0 1 0 0 0
"7711" 9.914620478 "zf006" "zm034" "zf006&&zm034" 1 0 0 1 0 0 0
"7712" 10.2599649 "zf006" "zm035" "zf006&&zm035" 1 0 0 1 0 0 0
"7713" 10.00636562 "zf006" "zm036" "zf006&&zm036" 1 0 0 1 0 0 0
"7714" 9.912007342 "zf006" "zm040" "zf006&&zm040" 1 0 0 1 0 0 0
"7715" 9.458594835 "zf007" "zf007" "zf007" 0 1 0 1 0 0 0
"7716" 10.12597253 "zf007" "zm010" "zf007&&zm010" 1 0 0 1 0 0 0
"7717" 10.33974392 "zf007" "zm011" "zf007&&zm011" 1 0 0 1 0 0 0
"7718" 10.55466768 "zf007" "zm012" "zf007&&zm012" 1 0 0 1 0 0 0
"7719" 10.00193731 "zf007" "zm014" "zf007&&zm014" 1 0 0 1 0 0 0
"7720" 10.20944873 "zf007" "zm016" "zf007&&zm016" 1 0 0 1 0 0 0
"7721" 10.47178458 "zf007" "zm019" "zf007&&zm019" 1 0 0 1 0 0 0
"7722" 10.30491607 "zf007" "zm020" "zf007&&zm020" 1 0 0 1 0 0 0
"7723" 10.59313837 "zf007" "zm022" "zf007&&zm022" 1 0 0 1 0 0 0
"7724" 10.13900623 "zf007" "zm024" "zf007&&zm024" 1 0 0 1 0 0 0
"7725" 10.52691495 "zf007" "zm026" "zf007&&zm026" 1 0 0 1 0 0 0
"7726" 10.55743067 "zf007" "zm028" "zf007&&zm028" 1 0 0 1 0 0 0
"7727" 10.00451106 "zf007" "zm030" "zf007&&zm030" 1 0 0 1 0 0 0
"7728" 10.28888456 "zf007" "zm036" "zf007&&zm036" 1 0 0 1 0 0 0
"7729" 10.32526383 "zf007" "zm039" "zf007&&zm039" 1 0 0 1 0 0 0
"7730" 10.20202949 "zf007" "zm041" "zf007&&zm041" 1 0 0 1 0 0 0
"7731" 9.07384131 "zf008" "tri10384" "zf008&&tri10384" 1 0 0 0 0 0 1
"7732" 9.170676064 "zf008" "tri13344" "zf008&&tri13344" 1 0 0 0 0 0 1
"7733" 9.215473796 "zf008" "zf008" "zf008" 0 1 0 1 1 0 1
"7734" 10.24301456 "zf008" "zf411" "zf008&&zf411" 1 0 0 0 1 0 0
"7735" 9.766080862 "zf008" "zm001" "zf008&&zm001" 1 0 0 0 1 0 0
"7736" 9.728618545 "zf008" "zm003" "zf008&&zm003" 1 0 0 1 0 0 0
"7737" 10.07108869 "zf008" "zm013" "zf008&&zm013" 1 0 0 1 0 0 0
"7738" 10.01613266 "zf008" "zm015" "zf008&&zm015" 1 0 0 1 0 0 0
"7739" 10.24311446 "zf008" "zm017" "zf008&&zm017" 1 0 0 1 0 0 0
"7740" 10.22410374 "zf008" "zm018" "zf008&&zm018" 1 0 0 1 0 0 0
"7741" 9.420751067 "zf008" "zm021" "zf008&&zm021" 1 0 0 1 0 0 0
"7742" 10.37692975 "zf008" "zm023" "zf008&&zm023" 1 0 0 1 0 0 0
"7743" 10.32187868 "zf008" "zm025" "zf008&&zm025" 1 0 0 1 0 0 0
"7744" 10.36734545 "zf008" "zm027" "zf008&&zm027" 1 0 0 1 0 0 0
"7745" 10.43449432 "zf008" "zm029" "zf008&&zm029" 1 0 0 1 0 0 0
"7746" 9.851499852 "zf008" "zm031" "zf008&&zm031" 1 0 0 1 0 0 0
"7747" 9.546548423 "zf008" "zm032" "zf008&&zm032" 1 0 0 1 0 0 0
"7748" 10.29291045 "zf008" "zm034" "zf008&&zm034" 1 0 0 1 0 0 0
"7749" 9.951837731 "zf008" "zm035" "zf008&&zm035" 1 0 0 1 0 0 0
"7750" 10.24994408 "zf008" "zm036" "zf008&&zm036" 1 0 0 1 0 0 0
"7751" 10.3222571 "zf008" "zm040" "zf008&&zm040" 1 0 0 1 0 0 0
"7752" 8.611947732 "zf009" "zf009" "zf009" 0 1 0 1 0 0 0
"7753" 10.12485483 "zf009" "zm006" "zf009&&zm006" 1 0 0 1 0 0 0
"7754" 7.317800325 "zf010" "zf010" "zf010" 0 1 0 1 0 0 0
"7756" 7.719765916 "zf010" "zm007" "zf010&&zm007" 1 0 0 1 0 0 0
"7758" 8.025930499 "zf011" "zf011" "zf011" 0 1 0 1 0 0 0
"7759" 9.696614733 "zf011" "zf040" "zf011&&zf040" 1 0 0 1 0 0 0
"7760" 9.794873011 "zf011" "zm008" "zf011&&zm008" 1 0 0 1 0 0 0
"7761" 9.622604432 "zf011" "zm010" "zf011&&zm010" 1 0 0 1 0 0 0
"7762" 9.943814726 "zf011" "zm011" "zf011&&zm011" 1 0 0 1 0 0 0
"7763" 9.84903221 "zf011" "zm012" "zf011&&zm012" 1 0 0 1 0 0 0
"7764" 9.456193008 "zf011" "zm014" "zf011&&zm014" 1 0 0 1 0 0 0
"7765" 8.957095842 "zf011" "zm016" "zf011&&zm016" 1 0 0 1 0 0 0
"7766" 9.227546545 "zf011" "zm019" "zf011&&zm019" 1 0 0 1 0 0 0
"7767" 9.550083288 "zf011" "zm020" "zf011&&zm020" 1 0 0 1 0 0 0
"7768" 9.515415157 "zf011" "zm022" "zf011&&zm022" 1 0 0 1 0 0 0
"7769" 9.500956643 "zf011" "zm024" "zf011&&zm024" 1 0 0 1 0 0 0
"7770" 9.289346928 "zf011" "zm026" "zf011&&zm026" 1 0 0 1 0 0 0
"7771" 9.827422223 "zf011" "zm028" "zf011&&zm028" 1 0 0 1 0 0 0
"7772" 9.568820179 "zf011" "zm030" "zf011&&zm030" 1 0 0 1 0 0 0
"7773" 9.399331349 "zf011" "zm033" "zf011&&zm033" 1 0 0 1 0 0 0
"7774" 9.847936674 "zf011" "zm036" "zf011&&zm036" 1 0 0 1 0 0 0
"7775" 9.530865319 "zf011" "zm039" "zf011&&zm039" 1 0 0 1 0 0 0
"7776" 9.885176658 "zf011" "zm041" "zf011&&zm041" 1 0 0 1 0 0 0
"7777" 7.967681365 "zf012" "zf012" "zf012" 0 1 0 1 0 0 0
"7778" 9.866205091 "zf012" "zf040" "zf012&&zf040" 1 0 0 1 0 0 0
"7779" 9.878480608 "zf012" "zm008" "zf012&&zm008" 1 0 0 1 0 0 0
"7780" 9.698331082 "zf012" "zm013" "zf012&&zm013" 1 0 0 1 0 0 0
"7781" 9.743582169 "zf012" "zm015" "zf012&&zm015" 1 0 0 1 0 0 0
"7782" 9.419818259 "zf012" "zm017" "zf012&&zm017" 1 0 0 1 0 0 0
"7783" 9.766249425 "zf012" "zm018" "zf012&&zm018" 1 0 0 1 0 0 0
"7784" 9.803043698 "zf012" "zm021" "zf012&&zm021" 1 0 0 1 0 0 0
"7785" 10.17132309 "zf012" "zm023" "zf012&&zm023" 1 0 0 1 0 0 0
"7786" 10.03618823 "zf012" "zm025" "zf012&&zm025" 1 0 0 1 0 0 0
"7787" 9.67821743 "zf012" "zm027" "zf012&&zm027" 1 0 0 1 0 0 0
"7788" 9.819585328 "zf012" "zm029" "zf012&&zm029" 1 0 0 1 0 0 0
"7789" 9.572107188 "zf012" "zm031" "zf012&&zm031" 1 0 0 1 0 0 0
"7790" 9.779889057 "zf012" "zm032" "zf012&&zm032" 1 0 0 1 0 0 0
"7791" 9.56639791 "zf012" "zm034" "zf012&&zm034" 1 0 0 1 0 0 0
"7792" 9.84287177 "zf012" "zm035" "zf012&&zm035" 1 0 0 1 0 0 0
"7793" 9.80562678 "zf012" "zm036" "zf012&&zm036" 1 0 0 1 0 0 0
"7794" 9.628074387 "zf012" "zm040" "zf012&&zm040" 1 0 0 1 0 0 0
"7795" 8.711941967 "zf013" "zf013" "zf013" 0 1 0 1 1 0 0
"7796" 9.306911825 "zf013" "zf040" "zf013&&zf040" 1 0 0 0 1 0 0
"7797" 9.821399227 "zf013" "zf406" "zf013&&zf406" 1 0 0 0 1 0 0
"7798" 9.680415798 "zf013" "zf411" "zf013&&zf411" 1 0 0 0 1 0 0
"7799" 9.880015925 "zf013" "zm001" "zf013&&zm001" 1 0 0 1 1 0 0
"7800" 9.87663816 "zf013" "zm005" "zf013&&zm005" 1 0 0 1 0 0 0
"7801" 9.606270472 "zf013" "zm010" "zf013&&zm010" 1 0 0 1 0 0 0
"7802" 10.06683649 "zf013" "zm011" "zf013&&zm011" 1 0 0 1 0 0 0
"7803" 10.00084257 "zf013" "zm012" "zf013&&zm012" 1 0 0 1 0 0 0
"7804" 9.308600159 "zf013" "zm014" "zf013&&zm014" 1 0 0 1 0 0 0
"7805" 9.776406415 "zf013" "zm016" "zf013&&zm016" 1 0 0 1 0 0 0
"7806" 9.4085999 "zf013" "zm019" "zf013&&zm019" 1 0 0 1 0 0 0
"7807" 10.16120179 "zf013" "zm020" "zf013&&zm020" 1 0 0 1 0 0 0
"7808" 9.868112113 "zf013" "zm022" "zf013&&zm022" 1 0 0 1 0 0 0
"7809" 9.487720865 "zf013" "zm024" "zf013&&zm024" 1 0 0 1 0 0 0
"7810" 10.17827808 "zf013" "zm026" "zf013&&zm026" 1 0 0 1 0 0 0
"7811" 10.26019153 "zf013" "zm028" "zf013&&zm028" 1 0 0 1 0 0 0
"7812" 9.518675065 "zf013" "zm030" "zf013&&zm030" 1 0 0 1 0 0 0
"7813" 9.951295954 "zf013" "zm033" "zf013&&zm033" 1 0 0 1 0 0 0
"7814" 9.638908838 "zf013" "zm041" "zf013&&zm041" 1 0 0 1 0 0 0
"7815" 9.336718092 "zf014" "zf014" "zf014" 0 1 0 1 0 0 0
"7816" 10.05038335 "zf014" "zm006" "zf014&&zm006" 1 0 0 1 0 0 0
"7817" 10.04559718 "zf014" "zm009" "zf014&&zm009" 1 0 0 1 0 0 0
"7818" 10.17084007 "zf014" "zm013" "zf014&&zm013" 1 0 0 1 0 0 0
"7819" 10.06088115 "zf014" "zm015" "zf014&&zm015" 1 0 0 1 0 0 0
"7820" 9.967142329 "zf014" "zm017" "zf014&&zm017" 1 0 0 1 0 0 0
"7821" 10.13194885 "zf014" "zm025" "zf014&&zm025" 1 0 0 1 0 0 0
"7822" 10.1084419 "zf014" "zm027" "zf014&&zm027" 1 0 0 1 0 0 0
"7823" 10.22655337 "zf014" "zm029" "zf014&&zm029" 1 0 0 1 0 0 0
"7824" 9.971223762 "zf014" "zm032" "zf014&&zm032" 1 0 0 1 0 0 0
"7825" 10.28843594 "zf014" "zm034" "zf014&&zm034" 1 0 0 1 0 0 0
"7826" 10.15472879 "zf014" "zm035" "zf014&&zm035" 1 0 0 1 0 0 0
"7827" 9.976632071 "zf014" "zm036" "zf014&&zm036" 1 0 0 1 0 0 0
"7828" 9.802437311 "zf014" "zm039" "zf014&&zm039" 1 0 0 1 0 0 0
"7829" 10.14748318 "zf016" "zf016" "zf016" 0 1 0 1 0 0 0
"7830" 10.33900904 "zf016" "zm001" "zf016&&zm001" 1 0 0 1 0 0 0
"7831" 10.31705477 "zf016" "zm005" "zf016&&zm005" 1 0 0 1 0 0 0
"7832" 10.43332734 "zf016" "zm013" "zf016&&zm013" 1 0 0 1 0 0 0
"7833" 10.32547064 "zf016" "zm015" "zf016&&zm015" 1 0 0 1 0 0 0
"7834" 10.39718736 "zf016" "zm017" "zf016&&zm017" 1 0 0 1 0 0 0
"7835" 10.41373971 "zf016" "zm018" "zf016&&zm018" 1 0 0 1 0 0 0
"7836" 10.59695908 "zf016" "zm023" "zf016&&zm023" 1 0 0 1 0 0 0
"7837" 10.63984841 "zf016" "zm025" "zf016&&zm025" 1 0 0 1 0 0 0
"7838" 10.30366875 "zf016" "zm027" "zf016&&zm027" 1 0 0 1 0 0 0
"7839" 10.21400232 "zf016" "zm029" "zf016&&zm029" 1 0 0 1 0 0 0
"7840" 10.56133366 "zf016" "zm031" "zf016&&zm031" 1 0 0 1 0 0 0
"7841" 9.995812415 "zf016" "zm032" "zf016&&zm032" 1 0 0 1 0 0 0
"7842" 10.56565208 "zf016" "zm034" "zf016&&zm034" 1 0 0 1 0 0 0
"7843" 10.47208005 "zf016" "zm035" "zf016&&zm035" 1 0 0 1 0 0 0
"7844" 10.39585468 "zf016" "zm036" "zf016&&zm036" 1 0 0 1 0 0 0
"7845" 10.51929825 "zf016" "zm039" "zf016&&zm039" 1 0 0 1 0 0 0
"7846" 10.37807674 "zf016" "zm040" "zf016&&zm040" 1 0 0 1 0 0 0
"7847" 9.485675664 "zf017" "zf017" "zf017" 0 1 0 1 0 0 0
"7848" 9.704128277 "zf017" "zm002" "zf017&&zm002" 1 0 0 1 0 0 0
"7849" 10.32318674 "zf017" "zm006" "zf017&&zm006" 1 0 0 1 0 0 0
"7850" 10.5208196 "zf017" "zm009" "zf017&&zm009" 1 0 0 1 0 0 0
"7851" 10.05959237 "zf017" "zm010" "zf017&&zm010" 1 0 0 1 0 0 0
"7852" 10.81296223 "zf017" "zm011" "zf017&&zm011" 1 0 0 1 0 0 0
"7853" 10.34338754 "zf017" "zm012" "zf017&&zm012" 1 0 0 1 0 0 0
"7854" 10.15987287 "zf017" "zm014" "zf017&&zm014" 1 0 0 1 0 0 0
"7855" 10.26722095 "zf017" "zm016" "zf017&&zm016" 1 0 0 1 0 0 0
"7856" 10.28916642 "zf017" "zm019" "zf017&&zm019" 1 0 0 1 0 0 0
"7857" 10.37306247 "zf017" "zm020" "zf017&&zm020" 1 0 0 1 0 0 0
"7858" 10.50247019 "zf017" "zm022" "zf017&&zm022" 1 0 0 1 0 0 0
"7859" 10.35785054 "zf017" "zm024" "zf017&&zm024" 1 0 0 1 0 0 0
"7860" 10.55218648 "zf017" "zm028" "zf017&&zm028" 1 0 0 1 0 0 0
"7861" 10.45467419 "zf017" "zm030" "zf017&&zm030" 1 0 0 1 0 0 0
"7862" 9.936617541 "zf017" "zm032" "zf017&&zm032" 1 0 0 1 0 0 0
"7863" 10.30413323 "zf017" "zm033" "zf017&&zm033" 1 0 0 1 0 0 0
"7864" 10.34419343 "zf017" "zm036" "zf017&&zm036" 1 0 0 1 0 0 0
"7865" 10.40004957 "zf017" "zm039" "zf017&&zm039" 1 0 0 1 0 0 0
"7866" 9.210553381 "zf018" "zf018" "zf018" 0 1 0 1 0 0 0
"7867" 9.431221184 "zf018" "zm003" "zf018&&zm003" 1 0 0 1 0 0 0
"7868" 9.587101962 "zf018" "zm007" "zf018&&zm007" 1 0 0 1 0 0 0
"7869" 9.391752389 "zf019" "zf019" "zf019" 0 1 0 1 0 0 0
"7870" 9.597608813 "zf019" "zm003" "zf019&&zm003" 1 0 0 1 0 0 0
"7871" 9.835016949 "zf019" "zm007" "zf019&&zm007" 1 0 0 1 0 0 0
"7872" 10.32142273 "zf019" "zm009" "zf019&&zm009" 1 0 0 1 0 0 0
"7873" 9.649622944 "zf019" "zm013" "zf019&&zm013" 1 0 0 1 0 0 0
"7874" 10.15500903 "zf019" "zm015" "zf019&&zm015" 1 0 0 1 0 0 0
"7875" 10.05120957 "zf019" "zm017" "zf019&&zm017" 1 0 0 1 0 0 0
"7876" 10.13665326 "zf019" "zm023" "zf019&&zm023" 1 0 0 1 0 0 0
"7877" 10.11145186 "zf019" "zm029" "zf019&&zm029" 1 0 0 1 0 0 0
"7878" 9.981355593 "zf019" "zm032" "zf019&&zm032" 1 0 0 1 0 0 0
"7879" 10.24080895 "zf019" "zm034" "zf019&&zm034" 1 0 0 1 0 0 0
"7880" 10.01854018 "zf019" "zm036" "zf019&&zm036" 1 0 0 1 0 0 0
"7881" 10.35061897 "zf019" "zm040" "zf019&&zm040" 1 0 0 1 0 0 0
"7882" 10.11863092 "zf019" "zm041" "zf019&&zm041" 1 0 0 1 0 0 0
"7883" 9.107509076 "zf020" "zf020" "zf020" 0 1 0 1 0 0 0
"7884" 9.925698811 "zf020" "zm006" "zf020&&zm006" 1 0 0 1 0 0 0
"7885" 10.24918088 "zf020" "zm009" "zf020&&zm009" 1 0 0 1 0 0 0
"7886" 9.974148588 "zf020" "zm010" "zf020&&zm010" 1 0 0 1 0 0 0
"7887" 10.57044947 "zf020" "zm011" "zf020&&zm011" 1 0 0 1 0 0 0
"7888" 10.30700259 "zf020" "zm012" "zf020&&zm012" 1 0 0 1 0 0 0
"7889" 10.11477631 "zf020" "zm014" "zf020&&zm014" 1 0 0 1 0 0 0
"7890" 10.03606626 "zf020" "zm016" "zf020&&zm016" 1 0 0 1 0 0 0
"7891" 10.31813978 "zf020" "zm019" "zf020&&zm019" 1 0 0 1 0 0 0
"7892" 9.542136512 "zf020" "zm020" "zf020&&zm020" 1 0 0 1 0 0 0
"7893" 10.70461708 "zf020" "zm022" "zf020&&zm022" 1 0 0 1 0 0 0
"7894" 10.61829021 "zf020" "zm028" "zf020&&zm028" 1 0 0 1 0 0 0
"7895" 10.63048257 "zf020" "zm030" "zf020&&zm030" 1 0 0 1 0 0 0
"7896" 9.645778446 "zf020" "zm032" "zf020&&zm032" 1 0 0 1 0 0 0
"7897" 10.26499163 "zf020" "zm036" "zf020&&zm036" 1 0 0 1 0 0 0
"7898" 10.29217981 "zf020" "zm039" "zf020&&zm039" 1 0 0 1 0 0 0
"7899" 10.26311061 "zf020" "zm041" "zf020&&zm041" 1 0 0 1 0 0 0
"7900" 9.360497884 "zf021" "zf021" "zf021" 0 1 0 1 0 0 0
"7901" 9.88273851 "zf021" "zf040" "zf021&&zf040" 1 0 0 1 0 0 0
"7902" 9.981752793 "zf021" "zm008" "zf021&&zm008" 1 0 0 1 0 0 0
"7903" 9.229523507 "zf022" "zf022" "zf022" 0 1 0 1 0 0 1
"7904" 10.24545013 "zf022" "zm006" "zf022&&zm006" 1 0 0 1 0 0 0
"7905" 9.979292384 "zf022" "zm013" "zf022&&zm013" 1 0 0 1 0 0 0
"7906" 10.21324965 "zf022" "zm015" "zf022&&zm015" 1 0 0 1 0 0 0
"7907" 9.850919435 "zf022" "zm017" "zf022&&zm017" 1 0 0 1 0 0 0
"7908" 10.13231462 "zf022" "zm018" "zf022&&zm018" 1 0 0 1 0 0 0
"7909" 10.22230613 "zf022" "zm023" "zf022&&zm023" 1 0 0 1 0 0 0
"7910" 9.969850915 "zf022" "zm025" "zf022&&zm025" 1 0 0 1 0 0 0
"7911" 10.01617887 "zf022" "zm027" "zf022&&zm027" 1 0 0 1 0 0 0
"7912" 9.806899461 "zf022" "zm029" "zf022&&zm029" 1 0 0 1 0 0 0
"7913" 10.12653668 "zf022" "zm031" "zf022&&zm031" 1 0 0 1 0 0 0
"7914" 10.06423614 "zf022" "zm032" "zf022&&zm032" 1 0 0 1 0 0 0
"7915" 10.09102735 "zf022" "zm034" "zf022&&zm034" 1 0 0 1 0 0 0
"7916" 10.27453587 "zf022" "zm035" "zf022&&zm035" 1 0 0 1 0 0 0
"7917" 10.0245725 "zf022" "zm036" "zf022&&zm036" 1 0 0 1 0 0 0
"7918" 10.24239625 "zf022" "zm040" "zf022&&zm040" 1 0 0 1 0 0 0
"7919" 10.29422175 "zf022" "zm041" "zf022&&zm041" 1 0 0 1 0 0 0
"7920" 9.479839909 "zf023" "zf023" "zf023" 0 1 0 1 0 0 0
"7921" 9.936799896 "zf023" "zf040" "zf023&&zf040" 1 0 0 1 0 0 0
"7922" 10.09040455 "zf023" "zm008" "zf023&&zm008" 1 0 0 1 0 0 0
"7923" 10.07997594 "zf023" "zm010" "zf023&&zm010" 1 0 0 1 0 0 0
"7924" 10.3445404 "zf023" "zm011" "zf023&&zm011" 1 0 0 1 0 0 0
"7925" 10.27338743 "zf023" "zm012" "zf023&&zm012" 1 0 0 1 0 0 0
"7926" 10.18329479 "zf023" "zm013" "zf023&&zm013" 1 0 0 1 0 0 0
"7927" 10.06970874 "zf023" "zm014" "zf023&&zm014" 1 0 0 1 0 0 0
"7928" 10.04866334 "zf023" "zm016" "zf023&&zm016" 1 0 0 1 0 0 0
"7929" 10.36146693 "zf023" "zm019" "zf023&&zm019" 1 0 0 1 0 0 0
"7930" 10.34715902 "zf023" "zm020" "zf023&&zm020" 1 0 0 1 0 0 0
"7931" 10.27792582 "zf023" "zm022" "zf023&&zm022" 1 0 0 1 0 0 0
"7932" 10.5541171 "zf023" "zm028" "zf023&&zm028" 1 0 0 1 0 0 0
"7933" 10.28052961 "zf023" "zm030" "zf023&&zm030" 1 0 0 1 0 0 0
"7934" 10.02998981 "zf023" "zm033" "zf023&&zm033" 1 0 0 1 0 0 0
"7935" 10.14498062 "zf023" "zm036" "zf023&&zm036" 1 0 0 1 0 0 0
"7936" 10.42448817 "zf023" "zm039" "zf023&&zm039" 1 0 0 1 0 0 0
"7937" 9.475777325 "zf024" "zm003" "zf024&&zm003" 1 0 0 1 0 0 0
"7938" 8.94931631 "zf024" "zm007" "zf024&&zm007" 1 0 0 1 0 0 0
"7939" 10.01097565 "zf024" "zm009" "zf024&&zm009" 1 0 0 1 0 0 0
"7940" 9.621377227 "zf025" "zf025" "zf025" 0 1 0 1 0 0 0
"7941" 9.870008547 "zf025" "zm001" "zf025&&zm001" 1 0 0 1 0 0 0
"7942" 9.92495475 "zf025" "zm005" "zf025&&zm005" 1 0 0 1 0 0 0
"7943" 10.09950488 "zf025" "zm012" "zf025&&zm012" 1 0 0 1 0 0 0
"7944" 10.00991642 "zf025" "zm013" "zf025&&zm013" 1 0 0 1 0 0 0
"7945" 10.10829979 "zf025" "zm017" "zf025&&zm017" 1 0 0 1 0 0 0
"7946" 9.993853908 "zf025" "zm018" "zf025&&zm018" 1 0 0 1 0 0 0
"7947" 10.24887514 "zf025" "zm023" "zf025&&zm023" 1 0 0 1 0 0 0
"7948" 10.27294983 "zf025" "zm025" "zf025&&zm025" 1 0 0 1 0 0 0
"7949" 9.879257733 "zf025" "zm027" "zf025&&zm027" 1 0 0 1 0 0 0
"7950" 10.24552892 "zf025" "zm029" "zf025&&zm029" 1 0 0 1 0 0 0
"7951" 10.04183014 "zf025" "zm032" "zf025&&zm032" 1 0 0 1 0 0 0
"7952" 10.19723395 "zf025" "zm034" "zf025&&zm034" 1 0 0 1 0 0 0
"7953" 10.07115085 "zf025" "zm036" "zf025&&zm036" 1 0 0 1 0 0 0
"7954" 10.22101324 "zf025" "zm040" "zf025&&zm040" 1 0 0 1 0 0 0
"7955" 10.12172926 "zf026" "zf026" "zf026" 0 1 0 1 0 0 0
"7956" 9.705957699 "zf026" "zm003" "zf026&&zm003" 1 0 0 1 0 0 0
"7957" 10.1906995 "zf026" "zm007" "zf026&&zm007" 1 0 0 1 0 0 0
"7958" 9.848045267 "zf026" "zm010" "zf026&&zm010" 1 0 0 1 0 0 0
"7959" 10.70427663 "zf026" "zm011" "zf026&&zm011" 1 0 0 1 0 0 0
"7960" 10.25112934 "zf026" "zm012" "zf026&&zm012" 1 0 0 1 0 0 0
"7961" 9.965520344 "zf026" "zm013" "zf026&&zm013" 1 0 0 1 0 0 0
"7962" 9.885725608 "zf026" "zm014" "zf026&&zm014" 1 0 0 1 0 0 0
"7963" 10.24722536 "zf026" "zm016" "zf026&&zm016" 1 0 0 1 0 0 0
"7964" 10.35188865 "zf026" "zm019" "zf026&&zm019" 1 0 0 1 0 0 0
"7965" 10.3834951 "zf026" "zm020" "zf026&&zm020" 1 0 0 1 0 0 0
"7966" 10.23643535 "zf026" "zm022" "zf026&&zm022" 1 0 0 1 0 0 0
"7967" 10.37087661 "zf026" "zm024" "zf026&&zm024" 1 0 0 1 0 0 0
"7968" 10.32417904 "zf026" "zm026" "zf026&&zm026" 1 0 0 1 0 0 0
"7969" 10.65224013 "zf026" "zm028" "zf026&&zm028" 1 0 0 1 0 0 0
"7970" 10.41324573 "zf026" "zm030" "zf026&&zm030" 1 0 0 1 0 0 0
